Transaction_ID,Date,Brand_Name,Product_Category,Region,Sales_Channel,Units_Sold,Unit_Price,Revenue,Cost,Profit
TXN-7919,8/13/2024,Coca Cola,Snack,Abuja,Ecom,0,158,0,874,-874
TXN-7541,11/17/2024,P&G,Beverage,Benin City,Ecom,59,777,45843,1000,44843
TXN-7205,1/7/2024,Coca Cola,Grocery,Abuja,Ecom,1000,466,466000,667,465333
TXN-4204,4/28/2024,P&G,Dairy,Abuja,Wholesaler,59,229,13511,5074,8437
TXN-6280,10/30/2024,Unilvr,Personal Care,Port Harcourt,Retail Store,241,309,74469,0,74469
TXN-3938,9/26/2024,Unilvr,Grocery,Ibadan,Wholesaler,154,519,79926,1766,78160
TXN-4035,7/20/2024,Dangote,Grocery,Port Harcourt,Retail Store,0,454,0,5240,-5240
TXN-5411,2/9/2024,Nestlee,Beverage,Ibadan,Online,112,951,106512,3000,103512
TXN-6973,7/7/2024,Unilvr,Personal Care,Lagos,Retail Store,3000,566,1698000,6658,1691342
TXN-8750,12/20/2024,P&G,Beverage,Ibadan,Online,136,805,109480,1000,108480
TXN-7058,4/1/2024,Colgate,Toiletry,Benin City,Retail Store,211,126,26586,1204,25382
TXN-7646,4/22/2024,Pepsico,Beverage,Ibadan,Distributor,250,471,117750,2000,115750
TXN-4936,2/1/2024,Nestlee,Grocery,Port Harcourt,Ecom,3000,252,756000,3000,753000
TXN-244,3/16/2024,Coca Cola,Personal Care,Abuja,Online,63,386,24318,686,23632
TXN-2438,7/14/2024,Dangote,Personal Care,Ibadan,Online,3000,206,618000,2000,616000
TXN-631,12/26/2024,P&G,Grocery,Kano,Retail Store,145,827,119915,5886,114029
TXN-968,5/26/2024,Dangote,Snack,Lagos,Wholesaler,224,503,112672,1000,111672
TXN-3315,7/18/2024,Dangote,Grocery,Port Harcourt,Online,126,770,97020,5382,91638
TXN-3197,2/7/2024,Reckit,Beverage,Kano,Retail Store,288,386,111168,1366,109802
TXN-7125,6/23/2024,Colgate,Personal Care,Enugu,Retail Store,30,909,27270,2000,25270
TXN-6131,2/4/2024,Coca Cola,Household,Kano,Online,137,344,47128,1000,46128
TXN-37,2/29/2024,Pepsico,Dairy,Benin City,Online,200,116,23200,2000,21200
TXN-8830,3/14/2024,Pepsico,Toiletry,Kano,Distributor,109,169,18421,2250,16171
TXN-1119,9/30/2024,Pepsico,Snack,Jos,Online,3000,702,2106000,3000,2103000
TXN-910,11/18/2024,Pepsico,Grocery,Lagos,Retail Store,1000,792,792000,3000,789000
TXN-4572,11/1/2024,Indommee,Household,Lagos,Retail Store,2000,266,532000,3847,528153
TXN-1128,7/17/2024,Nestlee,Dairy,Kano,Wholesaler,3000,489,1467000,6141,1460859
TXN-6074,3/30/2024,Unilvr,Personal Care,Enugu,Retail Store,3000,508,1524000,1181,1522819
TXN-5341,11/9/2024,Nestlee,Personal Care,Kano,Ecom,0,917,0,1000,-1000
TXN-3994,6/3/2024,Coca Cola,Personal Care,Enugu,Wholesaler,3000,867,2601000,3393,2597607
TXN-1468,2/4/2024,Pepsico,Household,Abuja,Wholesaler,2000,793,1586000,7380,1578620
TXN-4360,6/24/2024,Indommee,Beverage,Jos,Distributor,131,392,51352,5788,45564
TXN-6804,6/8/2024,Indommee,Personal Care,Ibadan,Ecom,3000,315,945000,650,944350
TXN-5295,3/11/2024,Colgate,Dairy,Port Harcourt,Retail Store,2000,793,1586000,1387,1584613
TXN-2861,4/25/2024,Unilvr,Beverage,Kano,Ecom,176,158,27808,1000,26808
TXN-6884,6/21/2024,Unilvr,Grocery,Kano,Online,59,468,27612,0,27612
TXN-1983,10/17/2024,Reckit,Grocery,Ibadan,Online,90,623,56070,2000,54070
TXN-4976,7/4/2024,Indommee,Grocery,Benin City,Retail Store,2000,248,496000,1873,494127
TXN-5096,10/15/2024,Pepsico,Snack,Ibadan,Wholesaler,3000,877,2631000,675,2630325
TXN-1921,2/23/2024,Coca Cola,Personal Care,Port Harcourt,Online,79,750,59250,2000,57250
TXN-5441,2/24/2024,Dangote,Dairy,Benin City,Wholesaler,2000,872,1744000,5721,1738279
TXN-5492,2/10/2024,Indommee,Beverage,Enugu,Retail Store,26,175,4550,1000,3550
TXN-7280,11/21/2024,P&G,Household,Lagos,Retail Store,268,744,199392,1000,198392
TXN-8027,3/23/2024,Indommee,Personal Care,Lagos,Distributor,0,845,0,3430,-3430
TXN-5582,12/10/2024,Nestlee,Toiletry,Abuja,Online,203,190,38570,3805,34765
TXN-8695,3/29/2024,Colgate,Grocery,Port Harcourt,Retail Store,155,580,89900,2834,87066
TXN-8580,9/14/2024,Dangote,Household,Abuja,Wholesaler,0,386,0,1000,-1000
TXN-7621,8/10/2024,Unilvr,Grocery,Lagos,Ecom,2000,371,742000,3402,738598
TXN-3022,2/3/2024,Colgate,Dairy,Abuja,Online,236,708,167088,2000,165088
TXN-9061,2/1/2024,Nestlee,Beverage,Port Harcourt,Ecom,3000,222,666000,3000,663000
TXN-6020,12/11/2024,Indommee,Beverage,Kano,Wholesaler,3000,287,861000,3801,857199
TXN-3830,9/17/2024,Unilvr,Personal Care,Jos,Ecom,1000,242,242000,4056,237944
TXN-1996,12/13/2024,Reckit,Beverage,Enugu,Online,49,185,9065,4942,4123
TXN-7668,2/5/2024,Indommee,Dairy,Jos,Wholesaler,91,612,55692,2000,53692
TXN-6188,5/7/2024,Coca Cola,Household,Jos,Retail Store,253,739,186967,1000,185967
TXN-4545,3/9/2024,Reckit,Beverage,Benin City,Ecom,290,721,209090,5998,203092
TXN-3803,12/13/2024,Reckit,Snack,Enugu,Wholesaler,0,355,0,1000,-1000
TXN-9548,2/25/2024,Dangote,Beverage,Jos,Online,2000,688,1376000,2000,1374000
TXN-154,6/24/2024,Nestlee,Snack,Kano,Online,270,261,70470,1000,69470
TXN-4571,11/14/2024,Colgate,Dairy,Enugu,Wholesaler,2000,861,1722000,3000,1719000
TXN-2004,5/5/2024,Indommee,Toiletry,Jos,Retail Store,61,918,55998,0,55998
TXN-5748,2/19/2024,Reckit,Toiletry,Enugu,Retail Store,2000,137,274000,1400,272600
TXN-1367,1/4/2024,Pepsico,Beverage,Abuja,Retail Store,265,106,28090,7385,20705
TXN-2149,4/2/2024,Reckit,Beverage,Abuja,Online,0,249,0,1812,-1812
TXN-625,8/10/2024,Indommee,Personal Care,Abuja,Distributor,42,598,25116,0,25116
TXN-9443,12/24/2024,P&G,Beverage,Abuja,Ecom,3000,733,2199000,6763,2192237
TXN-3233,11/12/2024,Reckit,Beverage,Kano,Retail Store,127,829,105283,3000,102283
TXN-7193,11/22/2024,Unilvr,Toiletry,Abuja,Retail Store,194,852,165288,3000,162288
TXN-226,1/10/2024,Nestlee,Grocery,Lagos,Online,0,300,0,3383,-3383
TXN-4776,11/22/2024,Dangote,Toiletry,Benin City,Online,3000,421,1263000,2000,1261000
TXN-3494,6/4/2024,Coca Cola,Personal Care,Lagos,Retail Store,2000,297,594000,4539,589461
TXN-585,12/6/2024,P&G,Toiletry,Ibadan,Online,2000,773,1546000,3000,1543000
TXN-8685,1/28/2024,Dangote,Grocery,Enugu,Retail Store,199,814,161986,6905,155081
TXN-2253,9/29/2024,Indommee,Snack,Abuja,Online,81,330,26730,0,26730
TXN-5952,3/13/2024,Unilvr,Personal Care,Lagos,Retail Store,2000,779,1558000,4119,1553881
TXN-1827,6/2/2024,Dangote,Beverage,Port Harcourt,Ecom,0,763,0,6113,-6113
TXN-9851,3/22/2024,Nestlee,Beverage,Enugu,Ecom,26,572,14872,5492,9380
TXN-2959,6/8/2024,Nestlee,Dairy,Jos,Distributor,0,599,0,2000,-2000
TXN-6054,4/15/2024,Reckit,Grocery,Lagos,Retail Store,1000,193,193000,2000,191000
TXN-7693,12/4/2024,Indommee,Household,Abuja,Wholesaler,3000,526,1578000,3264,1574736
TXN-4559,8/19/2024,Reckit,Snack,Kano,Online,3000,253,759000,2000,757000
TXN-3462,7/5/2024,Coca Cola,Toiletry,Jos,Wholesaler,3000,339,1017000,566,1016434
TXN-2432,6/7/2024,Coca Cola,Household,Benin City,Wholesaler,296,312,92352,4696,87656
TXN-9778,10/5/2024,Reckit,Snack,Kano,Ecom,104,913,94952,1000,93952
TXN-2165,4/16/2024,Coca Cola,Snack,Benin City,Online,99,698,69102,3657,65445
TXN-938,8/30/2024,Indommee,Toiletry,Jos,Online,201,666,133866,880,132986
TXN-8579,3/21/2024,Dangote,Household,Lagos,Ecom,0,590,0,3434,-3434
TXN-3781,1/30/2024,Coca Cola,Beverage,Enugu,Online,240,417,100080,5745,94335
TXN-2240,4/15/2024,Dangote,Household,Abuja,Ecom,222,610,135420,7386,128034
TXN-5310,3/21/2024,Colgate,Toiletry,Kano,Online,2000,397,794000,3000,791000
TXN-9923,3/17/2024,Indommee,Personal Care,Lagos,Retail Store,89,683,60787,3000,57787
TXN-815,12/21/2024,Colgate,Household,Lagos,Retail Store,2000,640,1280000,2000,1278000
TXN-4493,10/1/2024,Dangote,Snack,Lagos,Ecom,1000,547,547000,2000,545000
TXN-3877,3/27/2024,Colgate,Beverage,Kano,Wholesaler,3000,535,1605000,7667,1597333
TXN-3313,2/15/2024,Unilvr,Toiletry,Enugu,Online,275,805,221375,3000,218375
TXN-781,3/4/2024,Coca Cola,Household,Port Harcourt,Wholesaler,1000,315,315000,3000,312000
TXN-6769,5/13/2024,Nestlee,Personal Care,Kano,Retail Store,2000,113,226000,6234,219766
TXN-9061,3/14/2024,Nestlee,Personal Care,Port Harcourt,Online,87,478,41586,4623,36963
TXN-6533,10/11/2024,Reckit,Beverage,Jos,Online,3000,837,2511000,3406,2507594
TXN-3389,4/25/2024,Dangote,Grocery,Benin City,Online,3000,745,2235000,2000,2233000
TXN-2162,11/15/2024,Dangote,Toiletry,Kano,Retail Store,95,908,86260,7973,78287
TXN-7156,5/25/2024,P&G,Household,Kano,Online,173,629,108817,4995,103822
TXN-5887,12/18/2024,Pepsico,Toiletry,Benin City,Wholesaler,282,849,239418,3579,235839
TXN-5717,11/26/2024,Dangote,Dairy,Kano,Retail Store,85,228,19380,0,19380
TXN-5629,6/15/2024,Colgate,Snack,Jos,Wholesaler,0,631,0,1000,-1000
TXN-1191,3/19/2024,Pepsico,Grocery,Lagos,Online,3000,311,933000,3000,930000
TXN-422,7/24/2024,P&G,Personal Care,Benin City,Retail Store,145,536,77720,5828,71892
TXN-8838,9/6/2024,Coca Cola,Snack,Benin City,Online,180,686,123480,4889,118591
TXN-5819,6/4/2024,Dangote,Beverage,Benin City,Retail Store,122,546,66612,1516,65096
TXN-3008,2/15/2024,Indommee,Grocery,Port Harcourt,Distributor,289,957,276573,5130,271443
TXN-6854,5/12/2024,Colgate,Household,Jos,Online,1000,466,466000,2000,464000
TXN-342,4/18/2024,Nestlee,Dairy,Port Harcourt,Ecom,0,364,0,3000,-3000
TXN-5229,8/22/2024,P&G,Dairy,Port Harcourt,Ecom,34,355,12070,6569,5501
TXN-9994,2/18/2024,Reckit,Dairy,Jos,Retail Store,113,152,17176,1000,16176
TXN-3718,4/21/2024,Indommee,Toiletry,Kano,Retail Store,1000,332,332000,0,332000
TXN-7326,8/31/2024,P&G,Beverage,Abuja,Ecom,0,114,0,1000,-1000
TXN-7054,2/23/2024,Pepsico,Household,Kano,Online,0,126,0,4510,-4510
TXN-6646,12/5/2024,Dangote,Dairy,Jos,Online,0,553,0,4304,-4304
TXN-6043,6/25/2024,Pepsico,Beverage,Enugu,Online,3000,494,1482000,3000,1479000
TXN-2385,10/8/2024,Colgate,Dairy,Enugu,Distributor,245,426,104370,4313,100057
TXN-9170,5/24/2024,Colgate,Personal Care,Abuja,Retail Store,57,291,16587,6006,10581
TXN-8837,11/18/2024,Dangote,Grocery,Benin City,Retail Store,178,827,147206,4506,142700
TXN-8975,9/6/2024,Reckit,Dairy,Lagos,Online,73,855,62415,1482,60933
TXN-5183,5/27/2024,Coca Cola,Toiletry,Enugu,Online,0,501,0,1000,-1000
TXN-270,3/19/2024,P&G,Personal Care,Jos,Ecom,58,461,26738,0,26738
TXN-6349,12/19/2024,P&G,Toiletry,Enugu,Retail Store,115,715,82225,721,81504
TXN-2292,10/13/2024,P&G,Grocery,Port Harcourt,Wholesaler,273,955,260715,2000,258715
TXN-8752,12/31/2024,Reckit,Beverage,Jos,Online,41,932,38212,4384,33828
TXN-7028,6/17/2024,P&G,Toiletry,Abuja,Ecom,44,848,37312,1000,36312
TXN-8539,12/20/2024,Coca Cola,Personal Care,Kano,Online,167,437,72979,4364,68615
TXN-7682,12/7/2024,Dangote,Dairy,Jos,Retail Store,2000,820,1640000,7398,1632602
TXN-9116,8/22/2024,Coca Cola,Toiletry,Ibadan,Wholesaler,1000,746,746000,3000,743000
TXN-7971,12/5/2024,Nestlee,Dairy,Enugu,Ecom,3000,564,1692000,6266,1685734
TXN-5811,12/20/2024,Nestlee,Beverage,Ibadan,Ecom,194,902,174988,0,174988
TXN-2091,12/23/2024,Indommee,Grocery,Port Harcourt,Online,128,856,109568,3000,106568
TXN-145,11/16/2024,Nestlee,Snack,Ibadan,Online,1000,958,958000,646,957354
TXN-4851,4/27/2024,Nestlee,Household,Abuja,Online,161,257,41377,3000,38377
TXN-9659,8/8/2024,Indommee,Grocery,Lagos,Retail Store,254,730,185420,6620,178800
TXN-7070,12/12/2024,P&G,Household,Kano,Distributor,3000,950,2850000,2000,2848000
TXN-8819,3/22/2024,Indommee,Grocery,Port Harcourt,Distributor,224,856,191744,2000,189744
TXN-5244,10/21/2024,Unilvr,Dairy,Ibadan,Retail Store,208,953,198224,2000,196224
TXN-4084,2/27/2024,Colgate,Toiletry,Abuja,Ecom,2000,724,1448000,3808,1444192
TXN-2060,5/26/2024,Indommee,Grocery,Ibadan,Distributor,1000,801,801000,2311,798689
TXN-1204,12/28/2024,Nestlee,Personal Care,Ibadan,Retail Store,3000,487,1461000,2000,1459000
TXN-5750,6/2/2024,Pepsico,Grocery,Abuja,Ecom,0,501,0,3208,-3208
TXN-3413,1/23/2024,Colgate,Household,Jos,Online,19,428,8132,0,8132
TXN-5494,12/21/2024,Indommee,Household,Abuja,Online,1000,183,183000,0,183000
TXN-9,12/19/2024,Coca Cola,Snack,Kano,Distributor,180,813,146340,4323,142017
TXN-7287,7/21/2024,Unilvr,Household,Abuja,Online,287,519,148953,4732,144221
TXN-3423,3/29/2024,Pepsico,Household,Lagos,Wholesaler,3000,110,330000,1000,329000
TXN-1650,9/2/2024,Indommee,Toiletry,Kano,Retail Store,1000,393,393000,2000,391000
TXN-9878,1/5/2024,Colgate,Toiletry,Lagos,Distributor,280,683,191240,4059,187181
TXN-3921,6/29/2024,Coca Cola,Dairy,Abuja,Wholesaler,70,691,48370,3000,45370
TXN-4731,6/8/2024,Coca Cola,Toiletry,Port Harcourt,Online,87,706,61422,2000,59422
TXN-4518,3/15/2024,Nestlee,Snack,Lagos,Ecom,100,570,57000,4467,52533
TXN-1350,6/20/2024,Reckit,Dairy,Port Harcourt,Online,156,896,139776,3294,136482
TXN-3193,4/19/2024,Pepsico,Household,Benin City,Wholesaler,61,567,34587,2000,32587
TXN-1072,2/19/2024,Coca Cola,Snack,Lagos,Retail Store,172,113,19436,1000,18436
TXN-9394,12/10/2024,Pepsico,Snack,Ibadan,Ecom,3000,477,1431000,2000,1429000
TXN-8340,10/20/2024,Nestlee,Household,Benin City,Distributor,0,948,0,1000,-1000
TXN-7314,6/27/2024,Unilvr,Dairy,Port Harcourt,Online,3000,372,1116000,0,1116000
TXN-6815,4/23/2024,Unilvr,Dairy,Port Harcourt,Retail Store,194,448,86912,2000,84912
TXN-4726,7/1/2024,Colgate,Toiletry,Abuja,Online,0,655,0,0,0
TXN-5844,7/28/2024,Nestlee,Grocery,Ibadan,Retail Store,2000,690,1380000,1000,1379000
TXN-8781,3/7/2024,Indommee,Personal Care,Kano,Retail Store,1000,396,396000,829,395171
TXN-4166,2/27/2024,Unilvr,Dairy,Ibadan,Online,1000,897,897000,860,896140
TXN-7217,10/6/2024,Colgate,Personal Care,Lagos,Retail Store,3000,293,879000,0,879000
TXN-1555,2/29/2024,Colgate,Toiletry,Kano,Retail Store,246,463,113898,7525,106373
TXN-9641,5/9/2024,Indommee,Household,Ibadan,Ecom,110,698,76780,5618,71162
TXN-679,1/7/2024,Nestlee,Beverage,Abuja,Wholesaler,26,229,5954,2501,3453
TXN-6636,1/16/2024,Indommee,Household,Ibadan,Wholesaler,158,591,93378,1000,92378
TXN-487,1/29/2024,Unilvr,Household,Enugu,Retail Store,1000,711,711000,751,710249
TXN-4666,3/20/2024,Pepsico,Toiletry,Benin City,Distributor,3000,633,1899000,0,1899000
TXN-1291,8/17/2024,Dangote,Toiletry,Benin City,Retail Store,0,495,0,2784,-2784
TXN-7932,5/18/2024,Indommee,Beverage,Benin City,Online,0,604,0,3000,-3000
TXN-2398,4/10/2024,Colgate,Toiletry,Kano,Retail Store,291,209,60819,2000,58819
TXN-979,8/20/2024,Pepsico,Snack,Kano,Distributor,92,462,42504,1000,41504
TXN-9689,1/15/2024,Reckit,Toiletry,Kano,Wholesaler,1000,794,794000,0,794000
TXN-9169,7/31/2024,Unilvr,Beverage,Jos,Wholesaler,285,190,54150,3000,51150
TXN-1618,12/26/2024,Unilvr,Toiletry,Kano,Online,1000,808,808000,3000,805000
TXN-2270,6/26/2024,P&G,Beverage,Benin City,Ecom,3000,974,2922000,5311,2916689
TXN-7955,6/24/2024,Dangote,Toiletry,Abuja,Retail Store,167,831,138777,5015,133762
TXN-5489,11/5/2024,Nestlee,Household,Enugu,Online,3000,992,2976000,3869,2972131
TXN-1473,5/30/2024,Dangote,Dairy,Lagos,Online,3000,753,2259000,7147,2251853
TXN-2857,8/22/2024,Coca Cola,Beverage,Benin City,Online,158,622,98276,3000,95276
TXN-30,2/1/2024,Pepsico,Snack,Lagos,Distributor,145,663,96135,2000,94135
TXN-4245,6/26/2024,Coca Cola,Dairy,Enugu,Distributor,1000,833,833000,7116,825884
TXN-2360,10/4/2024,Pepsico,Dairy,Kano,Retail Store,1000,454,454000,0,454000
TXN-2599,6/22/2024,Reckit,Dairy,Abuja,Distributor,58,507,29406,2000,27406
TXN-7211,6/4/2024,Colgate,Dairy,Jos,Online,2000,810,1620000,1000,1619000
TXN-6226,10/23/2024,P&G,Beverage,Kano,Online,0,862,0,3116,-3116
TXN-3871,8/31/2024,P&G,Snack,Enugu,Ecom,153,124,18972,527,18445
TXN-8924,11/3/2024,P&G,Beverage,Ibadan,Retail Store,3000,147,441000,4345,436655
TXN-8917,3/11/2024,Unilvr,Household,Abuja,Online,61,270,16470,1000,15470
TXN-7680,6/4/2024,Indommee,Toiletry,Abuja,Online,2000,465,930000,2000,928000
TXN-3160,9/29/2024,Indommee,Snack,Kano,Online,1000,280,280000,2000,278000
TXN-1456,5/5/2024,Coca Cola,Dairy,Benin City,Distributor,1000,414,414000,3000,411000
TXN-137,7/20/2024,Colgate,Toiletry,Abuja,Online,3000,151,453000,3778,449222
TXN-9085,8/19/2024,Reckit,Grocery,Abuja,Retail Store,66,422,27852,2000,25852
TXN-7575,10/26/2024,P&G,Household,Enugu,Online,2000,623,1246000,5967,1240033
TXN-1669,2/29/2024,Reckit,Beverage,Abuja,Ecom,71,899,63829,6513,57316
TXN-5932,5/2/2024,Coca Cola,Beverage,Benin City,Online,37,384,14208,2531,11677
TXN-900,5/12/2024,Pepsico,Household,Enugu,Retail Store,217,209,45353,3000,42353
TXN-2241,8/26/2024,Reckit,Beverage,Enugu,Ecom,6,350,2100,6234,-4134
TXN-8912,8/11/2024,Reckit,Dairy,Kano,Retail Store,172,494,84968,3786,81182
TXN-7881,12/24/2024,Unilvr,Dairy,Enugu,Ecom,164,958,157112,0,157112
TXN-7059,12/13/2024,Coca Cola,Personal Care,Ibadan,Online,213,526,112038,0,112038
TXN-9398,1/20/2024,P&G,Dairy,Enugu,Online,2000,827,1654000,5708,1648292
TXN-7630,3/25/2024,Dangote,Grocery,Jos,Distributor,1000,529,529000,0,529000
TXN-1073,4/22/2024,Pepsico,Household,Kano,Online,107,290,31030,0,31030
TXN-5242,2/14/2024,Reckit,Dairy,Jos,Retail Store,99,112,11088,2000,9088
TXN-3035,3/10/2024,P&G,Snack,Jos,Online,3000,681,2043000,1000,2042000
TXN-2285,1/8/2024,Reckit,Snack,Enugu,Ecom,2000,284,568000,2000,566000
TXN-8103,10/29/2024,Nestlee,Snack,Enugu,Retail Store,0,577,0,2000,-2000
TXN-2273,4/27/2024,Indommee,Toiletry,Abuja,Ecom,0,763,0,2000,-2000
TXN-1008,9/16/2024,Unilvr,Beverage,Benin City,Ecom,70,734,51380,0,51380
TXN-9140,3/30/2024,Unilvr,Grocery,Ibadan,Online,55,959,52745,2000,50745
TXN-9464,4/16/2024,P&G,Dairy,Abuja,Online,189,754,142506,1432,141074
TXN-1312,10/20/2024,Nestlee,Grocery,Ibadan,Retail Store,129,890,114810,0,114810
TXN-4709,10/19/2024,Dangote,Grocery,Lagos,Ecom,3000,425,1275000,1000,1274000
TXN-4986,1/27/2024,Dangote,Personal Care,Jos,Ecom,112,945,105840,697,105143
TXN-8963,5/13/2024,Dangote,Beverage,Port Harcourt,Distributor,236,117,27612,2988,24624
TXN-335,10/13/2024,Unilvr,Grocery,Benin City,Retail Store,3000,128,384000,1000,383000
TXN-5719,8/30/2024,Indommee,Beverage,Ibadan,Online,50,912,45600,2000,43600
TXN-2233,12/23/2024,Coca Cola,Snack,Kano,Online,158,211,33338,3000,30338
TXN-199,12/14/2024,Dangote,Dairy,Jos,Retail Store,2,753,1506,2000,-494
TXN-9453,3/23/2024,Coca Cola,Personal Care,Ibadan,Retail Store,265,969,256785,3000,253785
TXN-4395,1/18/2024,Unilvr,Snack,Jos,Distributor,2000,632,1264000,4093,1259907
TXN-7413,3/23/2024,Pepsico,Dairy,Abuja,Retail Store,2000,375,750000,0,750000
TXN-1909,2/23/2024,Colgate,Snack,Jos,Retail Store,3000,896,2688000,0,2688000
TXN-6309,6/28/2024,Coca Cola,Beverage,Ibadan,Online,2000,893,1786000,2558,1783442
TXN-9011,8/5/2024,Indommee,Grocery,Benin City,Online,171,362,61902,1304,60598
TXN-7984,10/5/2024,Dangote,Dairy,Jos,Wholesaler,1000,119,119000,5590,113410
TXN-6573,10/4/2024,Colgate,Snack,Jos,Retail Store,224,170,38080,3959,34121
TXN-2408,2/9/2024,Reckit,Household,Lagos,Retail Store,5,955,4775,5448,-673
TXN-8071,9/30/2024,Dangote,Household,Lagos,Retail Store,107,645,69015,6603,62412
TXN-4880,1/11/2024,P&G,Beverage,Benin City,Online,1000,609,609000,4979,604021
TXN-3918,12/7/2024,Unilvr,Toiletry,Kano,Retail Store,184,287,52808,3000,49808
TXN-2099,10/24/2024,Unilvr,Grocery,Port Harcourt,Distributor,2000,750,1500000,3362,1496638
TXN-8719,9/29/2024,Pepsico,Personal Care,Port Harcourt,Online,154,774,119196,1000,118196
TXN-7021,8/25/2024,P&G,Beverage,Kano,Wholesaler,224,402,90048,2000,88048
TXN-5879,8/15/2024,Dangote,Household,Jos,Online,239,623,148897,669,148228
TXN-9213,3/19/2024,Indommee,Snack,Enugu,Ecom,1000,841,841000,1000,840000
TXN-8842,12/29/2024,Nestlee,Snack,Port Harcourt,Distributor,132,964,127248,1000,126248
TXN-9307,7/2/2024,Colgate,Snack,Jos,Retail Store,47,775,36425,7449,28976
TXN-6001,3/24/2024,Nestlee,Snack,Benin City,Distributor,1000,391,391000,3000,388000
TXN-8003,1/10/2024,Coca Cola,Household,Abuja,Retail Store,94,408,38352,4473,33879
TXN-1438,6/23/2024,Indommee,Toiletry,Kano,Online,3000,169,507000,5413,501587
TXN-161,3/23/2024,Pepsico,Grocery,Kano,Ecom,212,450,95400,0,95400
TXN-1864,3/23/2024,Dangote,Household,Jos,Wholesaler,57,437,24909,4293,20616
TXN-637,11/30/2024,Indommee,Grocery,Kano,Retail Store,3000,630,1890000,2000,1888000
TXN-6886,1/17/2024,Coca Cola,Household,Enugu,Wholesaler,3000,648,1944000,7742,1936258
TXN-12,3/13/2024,Nestlee,Beverage,Port Harcourt,Wholesaler,2000,956,1912000,2000,1910000
TXN-8155,11/22/2024,Unilvr,Grocery,Benin City,Ecom,3000,604,1812000,4089,1807911
TXN-3380,5/20/2024,Unilvr,Snack,Ibadan,Online,2000,888,1776000,5492,1770508
TXN-3254,11/7/2024,Colgate,Toiletry,Lagos,Retail Store,1000,180,180000,3334,176666
TXN-6195,2/21/2024,Unilvr,Grocery,Abuja,Wholesaler,1000,691,691000,1656,689344
TXN-6670,12/13/2024,Coca Cola,Household,Abuja,Retail Store,0,867,0,4321,-4321
TXN-7520,12/13/2024,Colgate,Personal Care,Enugu,Online,2000,128,256000,7405,248595
TXN-1860,12/1/2024,Reckit,Beverage,Lagos,Distributor,3000,300,900000,1000,899000
TXN-3660,3/26/2024,Indommee,Dairy,Ibadan,Retail Store,222,632,140304,1000,139304
TXN-3902,4/9/2024,Nestlee,Household,Jos,Wholesaler,2000,317,634000,2004,631996
TXN-1704,9/6/2024,Unilvr,Household,Lagos,Retail Store,278,620,172360,3000,169360
TXN-266,1/3/2024,Nestlee,Dairy,Enugu,Ecom,0,826,0,3403,-3403
TXN-855,3/22/2024,Indommee,Snack,Jos,Distributor,249,388,96612,3000,93612
TXN-2233,11/23/2024,Reckit,Household,Lagos,Retail Store,138,911,125718,3000,122718
TXN-1849,6/27/2024,Nestlee,Snack,Enugu,Online,0,532,0,6862,-6862
TXN-6940,8/23/2024,Pepsico,Dairy,Port Harcourt,Ecom,0,262,0,1441,-1441
TXN-3585,10/10/2024,Dangote,Personal Care,Enugu,Wholesaler,244,732,178608,3000,175608
TXN-6298,8/20/2024,Pepsico,Household,Enugu,Wholesaler,2000,192,384000,6537,377463
TXN-9216,7/26/2024,Dangote,Household,Enugu,Retail Store,12,221,2652,2860,-208
TXN-5294,10/14/2024,Indommee,Personal Care,Port Harcourt,Online,109,116,12644,2000,10644
TXN-8142,12/18/2024,Colgate,Dairy,Abuja,Retail Store,230,137,31510,1400,30110
TXN-5856,10/20/2024,Indommee,Grocery,Kano,Ecom,1000,897,897000,2000,895000
TXN-8563,12/15/2024,Coca Cola,Grocery,Ibadan,Ecom,3000,355,1065000,7857,1057143
TXN-2720,10/31/2024,P&G,Dairy,Kano,Retail Store,98,376,36848,1923,34925
TXN-4872,4/19/2024,Unilvr,Snack,Port Harcourt,Distributor,143,934,133562,2000,131562
TXN-3736,1/25/2024,Colgate,Dairy,Port Harcourt,Retail Store,38,228,8664,6391,2273
TXN-6620,11/12/2024,P&G,Grocery,Abuja,Retail Store,81,358,28998,744,28254
TXN-1965,6/13/2024,Colgate,Grocery,Kano,Online,3000,382,1146000,3000,1143000
TXN-9273,5/3/2024,Reckit,Toiletry,Lagos,Ecom,3000,467,1401000,3000,1398000
TXN-6946,12/25/2024,Coca Cola,Household,Abuja,Retail Store,0,605,0,2000,-2000
TXN-262,4/20/2024,Reckit,Grocery,Lagos,Retail Store,1000,906,906000,1000,905000
TXN-1720,10/26/2024,Nestlee,Beverage,Abuja,Distributor,1000,545,545000,7822,537178
TXN-9670,8/4/2024,Reckit,Grocery,Ibadan,Retail Store,3000,961,2883000,0,2883000
TXN-1914,7/16/2024,Indommee,Beverage,Benin City,Wholesaler,56,311,17416,4822,12594
TXN-8206,8/17/2024,Colgate,Grocery,Jos,Ecom,242,636,153912,0,153912
TXN-7159,7/8/2024,Pepsico,Grocery,Kano,Wholesaler,294,197,57918,4516,53402
TXN-3466,12/15/2024,Coca Cola,Dairy,Benin City,Distributor,3000,984,2952000,2000,2950000
TXN-9335,6/13/2024,Coca Cola,Beverage,Benin City,Online,3000,425,1275000,2000,1273000
TXN-9522,5/16/2024,P&G,Dairy,Port Harcourt,Retail Store,255,262,66810,569,66241
